league,season,game,date,home_team,away_team,B365H,B365D,B365A
ENG-Premier League,2122,2021-08-22 Wolves-Tottenham,2021-08-22,Wolves,Tottenham,3.2,3.2,2.35
ENG-Premier League,2122,2021-08-23 West Ham-Leicester,2021-08-23,West Ham,Leicester,2.5,3.5,2.75
ENG-Premier League,2122,2021-08-28 Aston Villa-Brentford,2021-08-28,Aston Villa,Brentford,1.95,3.6,3.8
ENG-Premier League,2122,2021-08-28 Brighton-Everton,2021-08-28,Brighton,Everton,2.3,3.2,3.3
ENG-Premier League,2122,2021-08-28 Liverpool-Chelsea,2021-08-28,Liverpool,Chelsea,2.45,3.3,2.9
ENG-Premier League,2122,2021-08-28 Man City-Arsenal,2021-08-28,Man City,Arsenal,1.25,6.0,12.0
ENG-Premier League,2122,2021-08-28 Newcastle-Southampton,2021-08-28,Newcastle,Southampton,2.5,3.4,2.8
ENG-Premier League,2122,2021-08-28 Norwich-Leicester,2021-08-28,Norwich,Leicester,4.5,3.5,1.85
ENG-Premier League,2122,2021-08-28 West Ham-Crystal Palace,2021-08-28,West Ham,Crystal Palace,1.55,4.0,6.5
ENG-Premier League,2122,2021-08-29 Burnley-Leeds,2021-08-29,Burnley,Leeds,3.1,3.5,2.25
ENG-Premier League,2122,2021-08-29 Tottenham-Watford,2021-08-29,Tottenham,Watford,1.36,4.75,9.0
ENG-Premier League,2122,2021-08-29 Wolves-Man United,2021-08-29,Wolves,Man United,5.0,3.5,1.75
ENG-Premier League,2122,2021-09-11 Arsenal-Norwich,2021-09-11,Arsenal,Norwich,1.5,4.6,6.0
ENG-Premier League,2122,2021-09-11 Brentford-Brighton,2021-09-11,Brentford,Brighton,2.8,3.2,2.62
ENG-Premier League,2122,2021-09-11 Chelsea-Aston Villa,2021-09-11,Chelsea,Aston Villa,1.28,5.5,11.0
ENG-Premier League,2122,2021-09-11 Crystal Palace-Tottenham,2021-09-11,Crystal Palace,Tottenham,4.2,3.5,1.9
ENG-Premier League,2122,2021-09-11 Leicester-Man City,2021-09-11,Leicester,Man City,6.0,4.0,1.57
ENG-Premier League,2122,2021-09-11 Man United-Newcastle,2021-09-11,Man United,Newcastle,1.18,7.5,15.0
ENG-Premier League,2122,2021-09-11 Southampton-West Ham,2021-09-11,Southampton,West Ham,2.9,3.5,2.4
ENG-Premier League,2122,2021-09-11 Watford-Wolves,2021-09-11,Watford,Wolves,3.4,3.2,2.25
ENG-Premier League,2122,2021-09-12 Leeds-Liverpool,2021-09-12,Leeds,Liverpool,4.33,4.0,1.75
ENG-Premier League,2122,2021-09-13 Everton-Burnley,2021-09-13,Everton,Burnley,1.7,3.75,5.0
ENG-Premier League,2122,2021-09-17 Newcastle-Leeds,2021-09-17,Newcastle,Leeds,3.0,3.6,2.3
ENG-Premier League,2122,2021-09-18 Aston Villa-Everton,2021-09-18,Aston Villa,Everton,2.4,3.3,3.0
ENG-Premier League,2122,2021-09-18 Burnley-Arsenal,2021-09-18,Burnley,Arsenal,3.8,3.6,1.95
ENG-Premier League,2122,2021-09-18 Liverpool-Crystal Palace,2021-09-18,Liverpool,Crystal Palace,1.2,7.0,13.0
ENG-Premier League,2122,2021-09-18 Man City-Southampton,2021-09-18,Man City,Southampton,1.12,9.5,17.0
ENG-Premier League,2122,2021-09-18 Norwich-Watford,2021-09-18,Norwich,Watford,2.15,3.3,3.5
ENG-Premier League,2122,2021-09-18 Wolves-Brentford,2021-09-18,Wolves,Brentford,1.83,3.25,5.0
ENG-Premier League,2122,2021-09-19 Brighton-Leicester,2021-09-19,Brighton,Leicester,2.7,3.2,2.75
ENG-Premier League,2122,2021-09-19 Tottenham-Chelsea,2021-09-19,Tottenham,Chelsea,5.0,3.8,1.7
ENG-Premier League,2122,2021-09-19 West Ham-Man United,2021-09-19,West Ham,Man United,4.33,4.0,1.75
ENG-Premier League,2122,2021-09-25 Brentford-Liverpool,2021-09-25,Brentford,Liverpool,7.0,4.5,1.45
ENG-Premier League,2122,2021-09-25 Chelsea-Man City,2021-09-25,Chelsea,Man City,2.62,3.2,2.75
ENG-Premier League,2122,2021-09-25 Everton-Norwich,2021-09-25,Everton,Norwich,1.61,3.8,5.75
ENG-Premier League,2122,2021-09-25 Leeds-West Ham,2021-09-25,Leeds,West Ham,3.0,3.6,2.25
ENG-Premier League,2122,2021-09-25 Leicester-Burnley,2021-09-25,Leicester,Burnley,1.57,4.0,6.0
ENG-Premier League,2122,2021-09-25 Man United-Aston Villa,2021-09-25,Man United,Aston Villa,1.36,5.25,8.0
ENG-Premier League,2122,2021-09-25 Watford-Newcastle,2021-09-25,Watford,Newcastle,2.2,3.4,3.3
ENG-Premier League,2122,2021-09-26 Arsenal-Tottenham,2021-09-26,Arsenal,Tottenham,2.15,3.3,3.5
ENG-Premier League,2122,2021-09-26 Southampton-Wolves,2021-09-26,Southampton,Wolves,2.62,3.2,2.8
ENG-Premier League,2122,2021-09-27 Crystal Palace-Brighton,2021-09-27,Crystal Palace,Brighton,3.1,3.2,2.45
ENG-Premier League,2122,2021-10-02 Brighton-Arsenal,2021-10-02,Brighton,Arsenal,3.0,3.25,2.4
ENG-Premier League,2122,2021-10-02 Burnley-Norwich,2021-10-02,Burnley,Norwich,1.85,3.6,4.33
ENG-Premier League,2122,2021-10-02 Chelsea-Southampton,2021-10-02,Chelsea,Southampton,1.36,4.75,9.0
ENG-Premier League,2122,2021-10-02 Leeds-Watford,2021-10-02,Leeds,Watford,1.7,4.0,4.75
ENG-Premier League,2122,2021-10-02 Man United-Everton,2021-10-02,Man United,Everton,1.45,4.33,7.5
ENG-Premier League,2122,2021-10-02 Wolves-Newcastle,2021-10-02,Wolves,Newcastle,1.61,4.2,5.25
ENG-Premier League,2122,2021-10-03 Crystal Palace-Leicester,2021-10-03,Crystal Palace,Leicester,3.1,3.4,2.3
ENG-Premier League,2122,2021-10-03 Liverpool-Man City,2021-10-03,Liverpool,Man City,2.87,3.5,2.4
ENG-Premier League,2122,2021-10-03 Tottenham-Aston Villa,2021-10-03,Tottenham,Aston Villa,2.1,3.6,3.4
ENG-Premier League,2122,2021-10-03 West Ham-Brentford,2021-10-03,West Ham,Brentford,1.75,3.75,4.75
ENG-Premier League,2122,2021-10-16 Aston Villa-Wolves,2021-10-16,Aston Villa,Wolves,2.15,3.25,3.5
ENG-Premier League,2122,2021-10-16 Brentford-Chelsea,2021-10-16,Brentford,Chelsea,6.5,3.8,1.57
ENG-Premier League,2122,2021-10-16 Leicester-Man United,2021-10-16,Leicester,Man United,3.5,3.6,2.05
ENG-Premier League,2122,2021-10-16 Man City-Burnley,2021-10-16,Man City,Burnley,1.12,9.0,19.0
ENG-Premier League,2122,2021-10-16 Norwich-Brighton,2021-10-16,Norwich,Brighton,3.6,3.4,2.1
ENG-Premier League,2122,2021-10-16 Southampton-Leeds,2021-10-16,Southampton,Leeds,2.3,3.5,3.0
ENG-Premier League,2122,2021-10-16 Watford-Liverpool,2021-10-16,Watford,Liverpool,8.5,5.5,1.33
ENG-Premier League,2122,2021-10-17 Everton-West Ham,2021-10-17,Everton,West Ham,2.5,3.4,2.8
ENG-Premier League,2122,2021-10-17 Newcastle-Tottenham,2021-10-17,Newcastle,Tottenham,3.5,3.6,2.05
ENG-Premier League,2122,2021-10-18 Arsenal-Crystal Palace,2021-10-18,Arsenal,Crystal Palace,1.6,3.8,6.0
ENG-Premier League,2122,2021-10-22 Arsenal-Aston Villa,2021-10-22,Arsenal,Aston Villa,1.83,3.75,4.2
ENG-Premier League,2122,2021-10-23 Brighton-Man City,2021-10-23,Brighton,Man City,8.0,4.75,1.4
ENG-Premier League,2122,2021-10-23 Chelsea-Norwich,2021-10-23,Chelsea,Norwich,1.18,7.0,15.0
ENG-Premier League,2122,2021-10-23 Crystal Palace-Newcastle,2021-10-23,Crystal Palace,Newcastle,1.9,3.6,4.0
ENG-Premier League,2122,2021-10-23 Everton-Watford,2021-10-23,Everton,Watford,1.65,3.8,5.5
ENG-Premier League,2122,2021-10-23 Leeds-Wolves,2021-10-23,Leeds,Wolves,2.4,3.4,2.87
ENG-Premier League,2122,2021-10-23 Southampton-Burnley,2021-10-23,Southampton,Burnley,1.95,3.5,3.9
ENG-Premier League,2122,2021-10-24 Brentford-Leicester,2021-10-24,Brentford,Leicester,2.62,3.3,2.7
ENG-Premier League,2122,2021-10-24 Man United-Liverpool,2021-10-24,Man United,Liverpool,3.1,3.6,2.2
ENG-Premier League,2122,2021-10-24 West Ham-Tottenham,2021-10-24,West Ham,Tottenham,2.3,3.5,3.0
ENG-Premier League,2122,2021-10-30 Burnley-Brentford,2021-10-30,Burnley,Brentford,2.6,3.3,2.75
ENG-Premier League,2122,2021-10-30 Leicester-Arsenal,2021-10-30,Leicester,Arsenal,2.4,3.5,2.87
ENG-Premier League,2122,2021-10-30 Liverpool-Brighton,2021-10-30,Liverpool,Brighton,1.22,6.5,13.0
ENG-Premier League,2122,2021-10-30 Man City-Crystal Palace,2021-10-30,Man City,Crystal Palace,1.14,8.0,19.0
ENG-Premier League,2122,2021-10-30 Newcastle-Chelsea,2021-10-30,Newcastle,Chelsea,8.5,5.0,1.36
ENG-Premier League,2122,2021-10-30 Tottenham-Man United,2021-10-30,Tottenham,Man United,2.87,3.6,2.37
ENG-Premier League,2122,2021-10-30 Watford-Southampton,2021-10-30,Watford,Southampton,3.2,3.3,2.3
ENG-Premier League,2122,2021-10-31 Aston Villa-West Ham,2021-10-31,Aston Villa,West Ham,2.8,3.5,2.45
ENG-Premier League,2122,2021-10-31 Norwich-Leeds,2021-10-31,Norwich,Leeds,3.4,3.5,2.1
ENG-Premier League,2122,2021-11-01 Wolves-Everton,2021-11-01,Wolves,Everton,2.2,3.2,3.5
ENG-Premier League,2122,2021-11-05 Southampton-Aston Villa,2021-11-05,Southampton,Aston Villa,1.95,3.6,3.75
ENG-Premier League,2122,2021-11-06 Brentford-Norwich,2021-11-06,Brentford,Norwich,1.6,4.0,5.75
ENG-Premier League,2122,2021-11-06 Brighton-Newcastle,2021-11-06,Brighton,Newcastle,1.57,3.9,6.0
ENG-Premier League,2122,2021-11-06 Chelsea-Burnley,2021-11-06,Chelsea,Burnley,1.25,6.0,12.0
ENG-Premier League,2122,2021-11-06 Crystal Palace-Wolves,2021-11-06,Crystal Palace,Wolves,2.45,3.2,3.0
ENG-Premier League,2122,2021-11-06 Man United-Man City,2021-11-06,Man United,Man City,4.75,4.0,1.7
ENG-Premier League,2122,2021-11-07 Arsenal-Watford,2021-11-07,Arsenal,Watford,1.36,4.75,8.5
ENG-Premier League,2122,2021-11-07 Everton-Tottenham,2021-11-07,Everton,Tottenham,3.1,3.25,2.37
ENG-Premier League,2122,2021-11-07 Leeds-Leicester,2021-11-07,Leeds,Leicester,2.8,3.5,2.45
ENG-Premier League,2122,2021-11-07 West Ham-Liverpool,2021-11-07,West Ham,Liverpool,4.75,4.0,1.7
ENG-Premier League,2122,2021-11-20 Aston Villa-Brighton,2021-11-20,Aston Villa,Brighton,2.45,3.3,2.9
ENG-Premier League,2122,2021-11-20 Burnley-Crystal Palace,2021-11-20,Burnley,Crystal Palace,2.7,3.2,2.7
ENG-Premier League,2122,2021-11-20 Leicester-Chelsea,2021-11-20,Leicester,Chelsea,4.75,3.75,1.75
ENG-Premier League,2122,2021-11-20 Liverpool-Arsenal,2021-11-20,Liverpool,Arsenal,1.45,4.75,6.5
ENG-Premier League,2122,2021-11-20 Newcastle-Brentford,2021-11-20,Newcastle,Brentford,2.62,3.4,2.7
ENG-Premier League,2122,2021-11-20 Norwich-Southampton,2021-11-20,Norwich,Southampton,3.6,3.5,2.05
ENG-Premier League,2122,2021-11-20 Watford-Man United,2021-11-20,Watford,Man United,6.5,4.75,1.45
ENG-Premier League,2122,2021-11-20 Wolves-West Ham,2021-11-20,Wolves,West Ham,3.0,3.25,2.4
ENG-Premier League,2122,2021-11-21 Man City-Everton,2021-11-21,Man City,Everton,1.14,8.0,19.0
ENG-Premier League,2122,2021-11-21 Tottenham-Leeds,2021-11-21,Tottenham,Leeds,1.7,4.2,4.5
ENG-Premier League,2122,2021-11-27 Arsenal-Newcastle,2021-11-27,Arsenal,Newcastle,1.44,4.75,7.0
ENG-Premier League,2122,2021-11-27 Brighton-Leeds,2021-11-27,Brighton,Leeds,2.05,3.4,3.75
ENG-Premier League,2122,2021-11-27 Crystal Palace-Aston Villa,2021-11-27,Crystal Palace,Aston Villa,2.2,3.4,3.3
ENG-Premier League,2122,2021-11-27 Liverpool-Southampton,2021-11-27,Liverpool,Southampton,1.28,6.0,9.0
ENG-Premier League,2122,2021-11-27 Norwich-Wolves,2021-11-27,Norwich,Wolves,3.5,3.3,2.15
ENG-Premier League,2122,2021-11-28 Brentford-Everton,2021-11-28,Brentford,Everton,2.25,3.2,3.4
ENG-Premier League,2122,2021-11-28 Chelsea-Man United,2021-11-28,Chelsea,Man United,1.57,4.0,6.0
ENG-Premier League,2122,2021-11-28 Leicester-Watford,2021-11-28,Leicester,Watford,1.61,4.0,5.5
ENG-Premier League,2122,2021-11-28 Man City-West Ham,2021-11-28,Man City,West Ham,1.28,5.75,10.0
ENG-Premier League,2122,2021-11-30 Leeds-Crystal Palace,2021-11-30,Leeds,Crystal Palace,2.4,3.3,3.0
ENG-Premier League,2122,2021-11-30 Newcastle-Norwich,2021-11-30,Newcastle,Norwich,1.95,3.5,3.9
ENG-Premier League,2122,2021-12-01 Aston Villa-Man City,2021-12-01,Aston Villa,Man City,9.0,5.25,1.33
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,2021-12-01,Everton,Liverpool,7.5,5.25,1.36
ENG-Premier League,2122,2021-12-01 Southampton-Leicester,2021-12-01,Southampton,Leicester,2.37,3.5,2.87
ENG-Premier League,2122,2021-12-01 Watford-Chelsea,2021-12-01,Watford,Chelsea,10.0,5.25,1.3
ENG-Premier League,2122,2021-12-01 West Ham-Brighton,2021-12-01,West Ham,Brighton,1.95,3.6,3.8
ENG-Premier League,2122,2021-12-01 Wolves-Burnley,2021-12-01,Wolves,Burnley,1.85,3.5,4.33
ENG-Premier League,2122,2021-12-02 Man United-Arsenal,2021-12-02,Man United,Arsenal,1.95,3.75,3.75
ENG-Premier League,2122,2021-12-02 Tottenham-Brentford,2021-12-02,Tottenham,Brentford,1.6,4.2,5.25
ENG-Premier League,2122,2021-12-04 Newcastle-Burnley,2021-12-04,Newcastle,Burnley,2.3,3.3,3.2
ENG-Premier League,2122,2021-12-04 Southampton-Brighton,2021-12-04,Southampton,Brighton,2.45,3.2,3.0
ENG-Premier League,2122,2021-12-04 Watford-Man City,2021-12-04,Watford,Man City,12.0,7.0,1.2
ENG-Premier League,2122,2021-12-04 West Ham-Chelsea,2021-12-04,West Ham,Chelsea,4.75,3.6,1.75
ENG-Premier League,2122,2021-12-04 Wolves-Liverpool,2021-12-04,Wolves,Liverpool,8.0,4.75,1.4
ENG-Premier League,2122,2021-12-05 Aston Villa-Leicester,2021-12-05,Aston Villa,Leicester,2.37,3.4,3.0
ENG-Premier League,2122,2021-12-05 Leeds-Brentford,2021-12-05,Leeds,Brentford,1.95,3.6,3.8
ENG-Premier League,2122,2021-12-05 Man United-Crystal Palace,2021-12-05,Man United,Crystal Palace,1.5,4.33,6.5
ENG-Premier League,2122,2021-12-05 Tottenham-Norwich,2021-12-05,Tottenham,Norwich,1.36,5.0,8.5
ENG-Premier League,2122,2021-12-06 Everton-Arsenal,2021-12-06,Everton,Arsenal,3.4,3.5,2.1
ENG-Premier League,2122,2021-12-10 Brentford-Watford,2021-12-10,Brentford,Watford,2.25,3.3,3.3
ENG-Premier League,2122,2021-12-11 Arsenal-Southampton,2021-12-11,Arsenal,Southampton,1.61,4.0,5.5
ENG-Premier League,2122,2021-12-11 Chelsea-Leeds,2021-12-11,Chelsea,Leeds,1.25,5.75,12.0
ENG-Premier League,2122,2021-12-11 Liverpool-Aston Villa,2021-12-11,Liverpool,Aston Villa,1.2,7.0,13.0
ENG-Premier League,2122,2021-12-11 Man City-Wolves,2021-12-11,Man City,Wolves,1.14,8.0,19.0
ENG-Premier League,2122,2021-12-11 Norwich-Man United,2021-12-11,Norwich,Man United,7.0,4.5,1.45
ENG-Premier League,2122,2021-12-12 Burnley-West Ham,2021-12-12,Burnley,West Ham,3.6,3.6,2.0
ENG-Premier League,2122,2021-12-12 Crystal Palace-Everton,2021-12-12,Crystal Palace,Everton,2.3,3.2,3.3
ENG-Premier League,2122,2021-12-12 Leicester-Newcastle,2021-12-12,Leicester,Newcastle,1.66,4.1,4.75
ENG-Premier League,2122,2021-12-14 Man City-Leeds,2021-12-14,Man City,Leeds,1.14,8.5,15.0
ENG-Premier League,2122,2021-12-14 Norwich-Aston Villa,2021-12-14,Norwich,Aston Villa,3.3,3.3,2.25
ENG-Premier League,2122,2021-12-15 Arsenal-West Ham,2021-12-15,Arsenal,West Ham,2.1,3.6,3.3
ENG-Premier League,2122,2021-12-15 Brighton-Wolves,2021-12-15,Brighton,Wolves,2.25,3.1,3.5
ENG-Premier League,2122,2021-12-15 Crystal Palace-Southampton,2021-12-15,Crystal Palace,Southampton,2.15,3.3,3.5
ENG-Premier League,2122,2021-12-16 Chelsea-Everton,2021-12-16,Chelsea,Everton,1.22,6.5,13.0
ENG-Premier League,2122,2021-12-16 Liverpool-Newcastle,2021-12-16,Liverpool,Newcastle,1.12,9.0,19.0
ENG-Premier League,2122,2021-12-18 Leeds-Arsenal,2021-12-18,Leeds,Arsenal,3.9,3.8,1.83
ENG-Premier League,2122,2021-12-19 Newcastle-Man City,2021-12-19,Newcastle,Man City,13.0,7.5,1.18
ENG-Premier League,2122,2021-12-19 Tottenham-Liverpool,2021-12-19,Tottenham,Liverpool,5.25,4.75,1.53
ENG-Premier League,2122,2021-12-19 Wolves-Chelsea,2021-12-19,Wolves,Chelsea,7.0,4.2,1.5
ENG-Premier League,2122,2021-12-26 Aston Villa-Chelsea,2021-12-26,Aston Villa,Chelsea,5.25,3.8,1.65
ENG-Premier League,2122,2021-12-26 Brighton-Brentford,2021-12-26,Brighton,Brentford,1.9,3.4,4.2
ENG-Premier League,2122,2021-12-26 Man City-Leicester,2021-12-26,Man City,Leicester,1.18,7.5,13.0
ENG-Premier League,2122,2021-12-26 Norwich-Arsenal,2021-12-26,Norwich,Arsenal,8.0,4.75,1.4
ENG-Premier League,2122,2021-12-26 Tottenham-Crystal Palace,2021-12-26,Tottenham,Crystal Palace,1.72,3.8,4.75
ENG-Premier League,2122,2021-12-26 West Ham-Southampton,2021-12-26,West Ham,Southampton,1.8,3.9,4.2
ENG-Premier League,2122,2021-12-27 Newcastle-Man United,2021-12-27,Newcastle,Man United,6.5,4.75,1.44
ENG-Premier League,2122,2021-12-28 Crystal Palace-Norwich,2021-12-28,Crystal Palace,Norwich,1.65,3.75,5.5
ENG-Premier League,2122,2021-12-28 Leicester-Liverpool,2021-12-28,Leicester,Liverpool,8.0,5.5,1.33
ENG-Premier League,2122,2021-12-28 Southampton-Tottenham,2021-12-28,Southampton,Tottenham,3.75,3.5,2.0
ENG-Premier League,2122,2021-12-28 Watford-West Ham,2021-12-28,Watford,West Ham,3.4,3.6,2.1
ENG-Premier League,2122,2021-12-29 Brentford-Man City,2021-12-29,Brentford,Man City,19.0,8.0,1.14
ENG-Premier League,2122,2021-12-29 Chelsea-Brighton,2021-12-29,Chelsea,Brighton,1.4,4.5,7.5
ENG-Premier League,2122,2021-12-30 Man United-Burnley,2021-12-30,Man United,Burnley,1.36,5.0,9.0
ENG-Premier League,2122,2022-01-01 Arsenal-Man City,2022-01-01,Arsenal,Man City,5.75,4.75,1.5
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham,2022-01-01,Crystal Palace,West Ham,3.1,3.4,2.3
ENG-Premier League,2122,2022-01-01 Watford-Tottenham,2022-01-01,Watford,Tottenham,5.0,4.2,1.61
ENG-Premier League,2122,2022-01-02 Brentford-Aston Villa,2022-01-02,Brentford,Aston Villa,3.0,3.3,2.4
ENG-Premier League,2122,2022-01-02 Chelsea-Liverpool,2022-01-02,Chelsea,Liverpool,3.1,3.5,2.25
ENG-Premier League,2122,2022-01-02 Everton-Brighton,2022-01-02,Everton,Brighton,2.75,3.2,2.62
ENG-Premier League,2122,2022-01-02 Leeds-Burnley,2022-01-02,Leeds,Burnley,2.05,3.5,3.5
ENG-Premier League,2122,2022-01-03 Man United-Wolves,2022-01-03,Man United,Wolves,1.53,4.33,6.0
ENG-Premier League,2122,2022-01-11 Southampton-Brentford,2022-01-11,Southampton,Brentford,2.05,3.4,3.6
ENG-Premier League,2122,2022-01-12 West Ham-Norwich,2022-01-12,West Ham,Norwich,1.28,5.5,10.0
ENG-Premier League,2122,2022-01-14 Brighton-Crystal Palace,2022-01-14,Brighton,Crystal Palace,2.05,3.3,3.8
ENG-Premier League,2122,2022-01-15 Aston Villa-Man United,2022-01-15,Aston Villa,Man United,2.87,3.5,2.4
ENG-Premier League,2122,2022-01-15 Man City-Chelsea,2022-01-15,Man City,Chelsea,1.65,4.0,5.0
ENG-Premier League,2122,2022-01-15 Newcastle-Watford,2022-01-15,Newcastle,Watford,2.0,3.6,3.6
ENG-Premier League,2122,2022-01-15 Norwich-Everton,2022-01-15,Norwich,Everton,3.75,3.5,2.0
ENG-Premier League,2122,2022-01-15 Wolves-Southampton,2022-01-15,Wolves,Southampton,2.25,3.2,3.4
ENG-Premier League,2122,2022-01-16 Liverpool-Brentford,2022-01-16,Liverpool,Brentford,1.3,5.5,10.0
ENG-Premier League,2122,2022-01-16 West Ham-Leeds,2022-01-16,West Ham,Leeds,1.61,4.2,5.0
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,2022-01-18,Brighton,Chelsea,4.75,3.75,1.72
ENG-Premier League,2122,2022-01-19 Brentford-Man United,2022-01-19,Brentford,Man United,4.5,3.7,1.8
ENG-Premier League,2122,2022-01-19 Leicester-Tottenham,2022-01-19,Leicester,Tottenham,3.0,3.5,2.3
ENG-Premier League,2122,2022-01-21 Watford-Norwich,2022-01-21,Watford,Norwich,2.0,3.5,3.75
ENG-Premier League,2122,2022-01-22 Brentford-Wolves,2022-01-22,Brentford,Wolves,3.2,2.8,2.6
ENG-Premier League,2122,2022-01-22 Everton-Aston Villa,2022-01-22,Everton,Aston Villa,2.75,3.25,2.62
ENG-Premier League,2122,2022-01-22 Leeds-Newcastle,2022-01-22,Leeds,Newcastle,2.0,3.5,3.75
ENG-Premier League,2122,2022-01-22 Man United-West Ham,2022-01-22,Man United,West Ham,1.85,3.8,4.0
ENG-Premier League,2122,2022-01-22 Southampton-Man City,2022-01-22,Southampton,Man City,10.0,6.5,1.25
ENG-Premier League,2122,2022-01-23 Arsenal-Burnley,2022-01-23,Arsenal,Burnley,1.36,4.75,9.0
ENG-Premier League,2122,2022-01-23 Chelsea-Tottenham,2022-01-23,Chelsea,Tottenham,1.61,4.2,5.0
ENG-Premier League,2122,2022-01-23 Crystal Palace-Liverpool,2022-01-23,Crystal Palace,Liverpool,6.0,4.2,1.53
ENG-Premier League,2122,2022-01-23 Leicester-Brighton,2022-01-23,Leicester,Brighton,2.5,3.25,2.9
ENG-Premier League,2122,2022-02-05 Burnley-Watford,2022-02-05,Burnley,Watford,2.2,3.25,3.5
ENG-Premier League,2122,2022-02-08 Burnley-Man United,2022-02-08,Burnley,Man United,5.5,4.0,1.61
ENG-Premier League,2122,2022-02-08 Newcastle-Everton,2022-02-08,Newcastle,Everton,2.5,3.25,2.87
ENG-Premier League,2122,2022-02-08 West Ham-Watford,2022-02-08,West Ham,Watford,1.55,4.2,5.75
ENG-Premier League,2122,2022-02-09 Aston Villa-Leeds,2022-02-09,Aston Villa,Leeds,1.8,3.8,4.2
ENG-Premier League,2122,2022-02-09 Man City-Brentford,2022-02-09,Man City,Brentford,1.1,9.5,23.0
ENG-Premier League,2122,2022-02-09 Norwich-Crystal Palace,2022-02-09,Norwich,Crystal Palace,3.5,3.25,2.15
ENG-Premier League,2122,2022-02-09 Tottenham-Southampton,2022-02-09,Tottenham,Southampton,1.6,4.0,5.5
ENG-Premier League,2122,2022-02-10 Liverpool-Leicester,2022-02-10,Liverpool,Leicester,1.25,6.5,10.0
ENG-Premier League,2122,2022-02-10 Wolves-Arsenal,2022-02-10,Wolves,Arsenal,3.5,3.2,2.2
ENG-Premier League,2122,2022-02-12 Brentford-Crystal Palace,2022-02-12,Brentford,Crystal Palace,2.55,3.1,3.0
ENG-Premier League,2122,2022-02-12 Everton-Leeds,2022-02-12,Everton,Leeds,2.25,3.5,3.0
ENG-Premier League,2122,2022-02-12 Man United-Southampton,2022-02-12,Man United,Southampton,1.6,4.0,5.5
ENG-Premier League,2122,2022-02-12 Norwich-Man City,2022-02-12,Norwich,Man City,15.0,8.0,1.16
ENG-Premier League,2122,2022-02-12 Watford-Brighton,2022-02-12,Watford,Brighton,3.5,3.3,2.05
ENG-Premier League,2122,2022-02-13 Burnley-Liverpool,2022-02-13,Burnley,Liverpool,10.0,5.25,1.28
ENG-Premier League,2122,2022-02-13 Leicester-West Ham,2022-02-13,Leicester,West Ham,2.9,3.5,2.3
ENG-Premier League,2122,2022-02-13 Newcastle-Aston Villa,2022-02-13,Newcastle,Aston Villa,2.7,3.3,2.62
ENG-Premier League,2122,2022-02-13 Tottenham-Wolves,2022-02-13,Tottenham,Wolves,1.7,3.6,5.5
ENG-Premier League,2122,2022-02-15 Man United-Brighton,2022-02-15,Man United,Brighton,1.72,3.75,4.75
ENG-Premier League,2122,2022-02-19 Arsenal-Brentford,2022-02-19,Arsenal,Brentford,1.44,4.2,8.0
ENG-Premier League,2122,2022-02-19 Aston Villa-Watford,2022-02-19,Aston Villa,Watford,1.65,3.6,5.75
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,2022-02-19,Brighton,Burnley,1.66,3.5,6.0
ENG-Premier League,2122,2022-02-19 Crystal Palace-Chelsea,2022-02-19,Crystal Palace,Chelsea,5.5,3.8,1.65
ENG-Premier League,2122,2022-02-19 Liverpool-Norwich,2022-02-19,Liverpool,Norwich,1.1,9.0,23.0
ENG-Premier League,2122,2022-02-19 Man City-Tottenham,2022-02-19,Man City,Tottenham,1.28,6.0,10.0
ENG-Premier League,2122,2022-02-19 Southampton-Everton,2022-02-19,Southampton,Everton,2.1,3.5,3.5
ENG-Premier League,2122,2022-02-19 West Ham-Newcastle,2022-02-19,West Ham,Newcastle,1.7,4.0,4.75
ENG-Premier League,2122,2022-02-20 Leeds-Man United,2022-02-20,Leeds,Man United,3.9,3.8,1.85
ENG-Premier League,2122,2022-02-20 Wolves-Leicester,2022-02-20,Wolves,Leicester,2.25,3.3,3.25
ENG-Premier League,2122,2022-02-23 Burnley-Tottenham,2022-02-23,Burnley,Tottenham,4.6,3.8,1.75
ENG-Premier League,2122,2022-02-23 Liverpool-Leeds,2022-02-23,Liverpool,Leeds,1.16,8.0,15.0
ENG-Premier League,2122,2022-02-23 Watford-Crystal Palace,2022-02-23,Watford,Crystal Palace,3.1,3.3,2.3
